NEWER_VERSION_ON_COMMIT_DATE;PREVIOUS_VERSION;Count of HASH
3.0.0.1;2.1.9.2;23
3.0.0.RELEASE;3.0.0.RELEASE;23
3.0.17.Final;3.1.0.CR2;23
3.0.2;3.0.0;23
3.0.21.Final;3.0.21.Final;23
3.0.3;3.0.3-SNAPSHOT;23
3.0.5;3.0.5-SNAPSHOT;23
3.1.0.Beta2;3.0.19.Final;23
3.1.0.CR2;3.0.19.Final;23
3.1.0.CR3;3.0.19.Final;23
3.1.0.CR3;3.1.0.CR3;23
3.1.3;2.10.3;23
3.1.3;3.1.4;23
3.1.3;3.1.4-SNAPSHOT;23
3.2.0.Beta2;3.2.0.Beta2;23
3.2.3;3.3-RC1-SNAPSHOT;23
3.2.4;3.3-RC3-SNAPSHOT;23
3.3.0;3.3.0;23
3.3.2;3.4-RC1-SNAPSHOT;23
3.3.2;3.4-SNAPSHOT;23
3.3-EA2;3.3-EA2;23
3.3-EA2;3.4-SNAPSHOT;23
3.3-RC3;3.3-RC4-SNAPSHOT;23
3.4.1;3.4.0;23
3.4.2;3.4.2-SNAPSHOT;23
3.4-EA;3.3.3-SNAPSHOT;23
3.4-EA;3.4-RC1-SNAPSHOT;23
4.1.0;4.2.0;23
4.1.0;4.2.0-SNAPSHOT;23
4.1.1.RELEASE;3.1.2.RELEASE;23
4.12-beta-1;4.8.1;23
4.2.0;4.3.0-SNAPSHOT;23
4.2.0;5.0.0;23
4.2.0.RELEASE;4.0.0.RELEASE;23
4.2.1;4.0.3;23
4.2.2.RELEASE;4.2.2.BUILD-SNAPSHOT;23
5.0.3.Final;5.0.4.Final;23
5.1.5.FINAL;5.1.4.FINAL;23
5.1.6.FINAL;5.1.5.FINAL;23
5.2.12.Final;5.2.12.Final;23
5.2.14.Final;5.2.13.Final;23
5.2.16.Final;5.3.0.Final;23
5.2.22.Final;5.5.1.Final;23
5.2.6.Final;5.2.6.Final;23
5.2.7.Final;5.2.7.Final;23
5.3.2.Final;5.2.14.Final;23
8.0.23;8.0.22;23
9.3.6.v20151106;6.1.22;23
0.0.2;0.0.3;22
0.0.2;0.0.3-SNAPSHOT;22
0.4-rc1.2;0.4-rc2.2;22
0.4-rc1.2;0.4-rc2.2-SNAPSHOT;22
0.4-rc2.2;0.4-rc3;22
0.4-rc2.2;0.4-rc3.2-SNAPSHOT;22
0.4-rc3;0.4-rc3.1;22
0.4-rc3;0.4-rc4-SNAPSHOT;22
0.4-rc3.1;0.4-rc3.2;22
0.4-rc3.1;0.4-rc3.2-SNAPSHOT;22
0.4-rc3.2;0.4-rc3.4;22
0.4-rc3.2;0.4-rc3.4.-SNAPSHOT;22
0.4-rc3.2;0.4-rc3.5.-SNAPSHOT;22
0.4-rc3.2;0.4-rc4.2-SNAPSHOT;22
0.6.6;0.6.5;22
0.6.7;0.6.6;22
0.7.4;0.7.3;22
0.9.5;0.9.4;22
0.9.9;1.0.0-SNAPSHOT;22
0.9.9;1.0.1-SNAPSHOT;22
0.9.9;1.0-SNAPSHOT;22
1.0;${javax.annotation.version};22
1.0;1.0-rc2;22
1.0.0.Beta26;1.0.0.Beta26;22
1.0.0.beta5;1.0.0.Beta5-SNAPSHOT;22
1.0.0.Final;1.1.0.Beta13;22
1.0.0-beta.1;1.1.0-SNAPSHOT;22
1.0.10;1.0.9;22
1.0.3.Final;1.1.0.Beta16;22
1.0.34.Final;2.1.4.Final;22
1.1.0.Beta16;1.1.0.Beta13;22
1.1.0.Beta20;1.1.0.Beta20;22
1.1.0.Beta21;1.1.0.Beta20;22
1.1.0.Beta22;1.1.0.Beta21;22
1.1.0.Beta23;1.1.0.Beta22;22
1.1.0.Beta26;1.1.0.Beta25;22
1.1.0.Beta27;1.1.0.Beta26;22
1.1.2.Final;1.1.0.Final;22
1.1.3.RELEASE;1.1.3.RELEASE;22
1.1.9;1.1.8;22
1.10;1.9.1;22
1.12;1.9;22
1.13.1;0.9.0.M4;22
1.13.2;1.12.5;22
1.16.8;1.16.8;22
1.2.0.CR8;1.2.0.CR7;22
1.2.1.RELEASE;1.1.6.RELEASE;22
1.2.3.Final;1.2.3.Final;22
1.3.0.CR2;1.3.0.CR2;22
1.3.1.GA;1.3.0.GA;22
1.3.172;${h2.version};22
1.3.173;${h2.version};22
1.3.174;${h2.version};22
1.3.4.GA;1.3.1.GA;22
1.3.9.Final;1.3.9.Final;22
1.4.1;1.4.3-SNAPSHOT;22
1.4.7;1.4.4;22
1.5.2.RELEASE;1.5.1.RELEASE;22
1.5.2.RELEASE;1.6.0.RC1;22
1.5.2-M2;1.5.2-M2;22
1.5.4;1.5.4;22
1.7.7;1.6.2;22
1.7.9;1.7.7;22
2.0.0-BETA18;2.0.0-BETA18;22
2.0.0-beta4;2.0.0-SNAPSHOT;22
2.0.0-M20;2.0.0-M20;22
2.0.0-RC1;2.0.0-SNAPSHOT;22
2.0.0-RC2;2.0.0-SNAPSHOT;22
2.0.2-beta;1.10.17;22
2.0-m10;2.0-m10;22
2.1;2.0;22
2.2.0;2.2.1;22
2.2.0-b14;2.2.0-b10;22
2.2.0-b16;2.2.0-b14;22
2.2.0-b21;2.2.0-b21;22
2.2.0-b22;2.2.0-b14;22
2.2.5;2.2.4;22
2.3.0-SNAP2;2.0;22
2.3.1;2.1.0;22
2.3.13.Final;2.4.0.Final;22
2.3.19.Final;2.4.3.Final;22
2.3.8.Final;2.4.0.Beta1;22
2.33.1;2.31.2;22
2.4.0.Alpha1;2.3.1.Final;22
2.4.0.Alpha1;2.4.0.Alpha1;22
2.4.0-b34;2.4.0-b34;22
2.6.0;3.0.0.M3;22
2.6.1;2.5.10;22
2.8.0.rc2;2.6.7;22
3.0;3.0-SNAPSHOT;22
3.0.0.1;3.0.0.1;22
3.0.0.Final;3.0.0.Final;22
3.0.0-BETA3;3.0.0-RC1;22
3.0.0-BETA3;3.0.0-RC1-SNAPSHOT;22
3.0.20.Final;3.0.20.Final;22
3.1.0.Beta2;3.0.1.GA;22
3.1.2.RELEASE;3.0.3.RELEASE;22
3.18.0-GA;3.17.1-GA;22
3.18.2-GA;3.18.1-GA;22
3.19.0-GA;3.18.1-GA;22
3.2.2;3.3-RC1-SNAPSHOT;22
3.2.4;3.2.5-SNAPSHOT;22
3.2.4;3.2.6-SNAPSHOT;22
3.2.4;3.3-RC4-SNAPSHOT;22
3.3-EA;3.3-EA;22
3.3-EA;3.3-SNAPSHOT;22
3.3-RC1;3.2.5-SNAPSHOT;22
3.3-RC2;3.2.5-SNAPSHOT;22
3.3-RC2;3.3-RC3-SNAPSHOT;22
3.4.100;3.4.100;22
4.0.0.Alpha8;4.0.1.Alpha8-SNAPSHOT;22
4.12;${junit.version};22
4.2.0.RELEASE;4.2.0.RC1;22
4.2.2.RELEASE;4.2.1.RELEASE;22
4.3.2.Final;5.1.2.Final;22
4.4-alpha1;4.0.1;22
5.0.4.Final;5.0.3.Final;22
5.2.1;4.7.2;22
5.2.2.Final;5.0.9.Final;22
5.2.22.Final;5.3.5.Final;22
5.4.0.Beta1;5.3.4.Final;22
7.0.62;8.0.22;22
7.0.64;8.0.26;22
7.2.4.Final;8.0.0.Beta1;22
8.0.0.Beta2;8.0.0.Beta1;22
8.2.0.Beta2;8.1.2.Final;22
9.0.4.v20130625;8.1.11.v20130520;22
9.3.0.RC0;9.2.9.v20150224;22
0.0.3.3.2.alpha1;0.0.3.3.3.alpha1-SNAPSHOT;21
0.0.3.3.4.alpha2;0.0.3.3.4.alpha1-SNAPSHOT;21
0.0.3.3.4.alpha2;0.4-rc0;21
0.1.0;0.0.21-SNAPSHOT;21
0.28;0.28;21
0.3.0;0.2.3;21
0.4-rc0;0.4-rc2-SNAPSHOT;21
0.4-rc1;0.4-rc1.2;21
0.4-rc1;0.4-rc2-SNAPSHOT;21
0.57;0.58-SNAPSHOT;21
0.57;0.59-SNAPSHOT;21
0.58;0.58;21
0.58;0.59;21
0.59;0.6;21
0.59;0.60-SNAPSHOT;21
0.6.1;0.6.0;21
0.6.2;0.6.1;21
0.7.10;0.7.10;21
0.7.10;0.7.8;21
0.7.11;0.7.8;21
0.7.12;0.7.11;21
0.7.5;0.7.4;21
0.7.5;0.7.5;21
0.7.6;0.7.5;21
0.7.6;0.7.6;21
0.7.7;0.7.7;21
0.8.0;0.7.12;21
0.8.0;0.7.13;21
1.0.0.Beta9;1.0.0.Beta10;21
1.0.0.v20140518;1.13.1;21
1.0.2;1.0.3-SNAPSHOT;21
1.0.2;1.1-SNAPSHOT;21
1.1.1;0.9.30;21
1.1.3;0.9.30;21
1.1.5.Final;1.1.4.Final;21
1.1.7.Final;1.1.4.Final;21
1.10.8;1.9.5;21
1.12.5;1.12.5;21
1.14;1.12;21
1.17;1.15;21
1.18.1;1.13;21
1.2;2.0.0-SNAPSHOT;21
1.2.1;1.3.0-SNAPSHOT;21
1.2.11.Final;1.1.8.Final;21
1.2.5;1.2.5;21
1.2.7.Final;1.1.4.Final;21
1.2.7.RELEASE;1.2.2.RELEASE;21
1.3.12;1.3.10;21
1.3.2.RELEASE;1.2.5.RELEASE;21
1.3.9.Final;1.1.9.Final;21
1.4.1.RELEASE;1.3.7.RELEASE;21
1.4.2.RELEASE;1.3.5.RELEASE;21
1.5.1.RELEASE;1.4.4.RELEASE;21
1.5.2.Final;1.5.2.Final;21
1.52;1.52;21
1.6.2;1.6.1;21
1.6.2.RELEASE;1.5.5.RELEASE;21
1.6.4.RELEASE;1.7.0.M1;21
1.7.21;1.6.1;21
1.8;1.7;21
1.9.38;${grizzly-version};21
1.9.38;1.9.35;21
1.9.39;1.9.37;21
1.9.4.RELEASE;1.9.4.RELEASE;21
1.9.50;2.2.10;21
16.0-rc1;15.0;21
2.0.2;2.0.0-beta4;21
2.0.2;2.1.0;21
2.0.5;1.9.38;21
2.0.6;2.0.5;21
2.0-m14;2.0-m12;21
2.1.12;1.2_15-jbossorg-2;21
2.1.2;2.1.1;21
2.12.0-M2;2.11.7;21
2.2;2.1.4;21
2.2.0;1.9.10-SNAPSHOT;21
2.2.0-RC01;2.1.8-SNAPSHOT;21
2.2.14;2.2.13.SP3;21
2.2.1-M3;1.9;21
2.3.0;2.3.0-b05;21
2.3.11.Final;2.4.0.Beta2;21
2.3.12;2.3.9;21
2.3.2.Final;2.3.1.Final;21
2.3.3;3.0.2-SNAPSHOT;21
2.3.3.Final;2.3.2.Final;21
2.3.4;2.4.2;21
2.4.0-b01;2.3.0;21
2.4.0-b03;2.3.0;21
2.4.0-b03;2.3.0-b10;21
2.4.0-b06;2.4.0-b02;21
2.4.0-b06;2.4.0-b06;21
2.4.6;2.4.4;21
2.6.1;1.0.4;21
2.6.1;2.5;21
2.8.5;2.8.5;21
3.0.0.Beta3;3.0.0.Beta2;21
3.0.0-BETA2;3.0.0-BETA3;21
3.0.0-BETA2;3.0.0-BETA3-SNAPSHOT;21
3.0.3;2.10.2.2.21;21
4.0.0.Beta2;4.0.0.BETA2;21
4.0.19.Final;4.0.18.Final;21
4.0.4;4.0.5;21
4.0.5;4.0.6;21
4.0.5;4.0.6-SNAPSHOT;21
4.0.6;4.0.7-SNAPSHOT;21
4.0.6;5.1.0;21
4.0.6.RELEASE;3.2.6.RELEASE;21
4.2.7.RELEASE;4.3.1.BUILD-SNAPSHOT;21
4.4.1;4.0.1;21
4.4-beta1;4.3.4;21
4.5.1-1;4.5.2;21
4.5.1-1;4.5.2-SNAPSHOT;21
4.9.6.Final;4.9.6.Final;21
5.0.6.Final;5.1.1.Final;21
5.1.0;4.0.7-SNAPSHOT;21
5.1.0;5.1.1;21
5.1.1;5.1.2;21
5.1.1;5.1.2-SNAPSHOT;21
5.1.2;5.1.3;21
5.1.2;5.1.3-SNAPSHOT;21
5.1.3;5.1.4;21
5.1.3;5.1.4-SNAPSHOT;21
5.1.4;5.1.5;21
5.1.4;5.1.5-SNAPSHOT;21
5.1.5;5.1.6-SNAPSHOT;21
5.1.5;5.1.7-SNAPSHOT;21
5.1.6;5.1.7-SNAPSHOT;21
5.1.6;5.2.0;21
5.1.7.Final;5.1.7.Final;21
5.11.4;5.12.3;21
5.13.2;5.13.2;21
5.2.0;5.2.1;21
5.2.1;5.2.2;21
5.2.2;5.2.3-SNAPSHOT;21
5.2.2;5.3.0;21
5.3.0;5.3.1;21
5.3.0;5.3.1-SNAPSHOT;21
5.3.1;5.3.2-SNAPSHOT;21
5.3.1;5.4.0;21
5.4.0;5.3.0;21
5.4.0;5.4.1-SNAPSHOT;21
5.4.0;5.5.0;21
5.5.0;5.5.1-SNAPSHOT;21
5.6.0;5.6.1-SNAPSHOT;21
5.6.0;5.7.0;21
5.7.0;5.7.1-SNAPSHOT;21
5.7.0;5.8.0;21
5.8.0;5.8.1-SNAPSHOT;21
9.1.1.v20140108;8.1.11.v20130520;21
9.2.2.v20140723;8.1.14.v20131031;21
9.3.0.M0;8.1.14.v20131031;21
0.0.6;0.0.7-SNAPSHOT;20
0.10.1;0.10.0;20
0.10.1.0;0.8.2.1;20
0.12.0;0.12.0;20
0.2.3;0.2.3-SNAPSHOT;20
0.2.3;0.2.5;20
0.2.3;0.2.6-SNAPSHOT;20
0.22;0.22;20
0.3.0;0.2.2-SNAPSHOT;20
0.40-alpha1;0.40-alpha2-SNAPSHOT;20
0.56;0.57;20
0.56;0.57-SNAPSHOT;20
0.56;0.58-SNAPSHOT;20
0.6.4;0.6.3;20
0.6.7;0.6.7;20
0.68;0.68;20
0.7;0.7;20
0.7.1;0.6.7;20
0.9;0.10.1-SNAPSHOT;20
0.9.1-incubating;0.9.2-incubating;20
0.9.1-incubating;0.9.3-incubating-SNAPSHOT;20
1.0.0.Beta27;1.0.0.Beta27;20
1.0.0.beta4;1.0.0.Beta4-SNAPSHOT;20
1.0.0.Beta6;1.0.0.beta4;20
1.0.0.RELEASE;2.0.0.BUILD-SNAPSHOT;20
1.0.10.Final;1.0.9.Final;20
1.1.0.Beta11;1.1.0.Beta10;20
1.1.0.Beta13;1.1.0.Beta13;20
1.1.0.Beta20;1.1.0.Beta21;20
1.1.0.Beta21;1.1.0.Beta21;20
1.1.0.Beta5;1.1.0.Beta10;20
1.1.0.Beta8;1.1.0.Beta8;20
1.1.0.Beta9;1.1.0.Beta8;20
1.1.0.RC2;1.1.0.RC3;20
1.1.0.RC2;1.1.0-SNAPSHOT;20
1.1.0.RELEASE;1.0.4.RELEASE;20
1.1.6;1.1.5;20
1.10.5.RELEASE;1.10.8.BUILD-SNAPSHOT;20
1.10.7.RELEASE;1.11.0.RELEASE;20
1.2.0.RC2;1.2.0.RC3;20
1.2.0-rc.1;1.2.0-rc.2;20
1.2.0-rc.1;1.2.0-rc.2-SNAPSHOT;20
1.2.0-rc.1;1.2.1-rc.1-SNAPSHOT;20
1.2.0-rc.2;1.2.0-rc.3;20
1.2.0-rc.2;1.2.0-rc.3-SNAPSHOT;20
1.2.0-rc.3;1.2.0-rc.4;20
1.2.0-rc.3;1.2.0-rc.4-SNAPSHOT;20
1.2.0-rc.4;1.2.0;20
1.2.0-rc.4;1.2.0-rc.5-SNAPSHOT;20
1.2.5;1.2.3;20
1.2.5.Final;1.3.3.Final;20
1.2.5.Final;1.3.4.Final;20
1.2.6;1.2.6;20
1.2.6.RELEASE;1.3.3.RELEASE;20
1.3.3;1.3.2;20
1.4.0.Final;1.3.25.Final;20
1.4.190;1.4.190;20
1.4.2.RELEASE;1.4.8.BUILD-SNAPSHOT;20
1.4.3;1.4.4;20
1.4.5.RELEASE;1.4.8.BUILD-SNAPSHOT;20
1.4.5.RELEASE;1.5.0.RC1;20
1.4.7.RELEASE;1.5.0.RELEASE;20
1.5.6;1.4.12;20
1.5.6.RELEASE;1.5.6.RELEASE;20
1.5.6.RELEASE;1.6.3.RELEASE;20
1.6.0.RELEASE;1.6.0.RC1;20
1.6.1;1.7;20
1.6.3.RELEASE;1.6.4.BUILD-SNAPSHOT;20
1.7.0.RELEASE;1.6.4.RELEASE;20
1.7.18;1.6.1;20
1.7.19;1.7.18;20
1.7.4;1.7.3;20
1.7.7;1.6.6;20
1.9.2.RELEASE;1.9.8.BUILD-SNAPSHOT;20
1.9.5.RELEASE;1.9.8.BUILD-SNAPSHOT;20
1.9.6.RELEASE;2.0.0.BUILD-SNAPSHOT;20
1.9.7.RELEASE;2.0.0.BUILD-SNAPSHOT;20
19.0-rc3;18.0;20
2.0.0-beta3;2.0.0-beta4;20
2.0.0-beta3;2.0.0-SNAPSHOT;20
2.0.1;${project.version};20
2.0.4;1.1.7;20
2.0-m10;2.0-m09;20
2.0-PFD;1.2;20
2.1;2.0.1;20
2.1.1.Final;2.1.1.Final;20
2.1.2;2.0.4-SNAPSHOT;20
2.1.2;2.2.0-SNAPSHOT;20
2.1.5.RELEASE;2.1.8.BUILD-SNAPSHOT;20
2.1.7.RELEASE;2.2.0.RELEASE;20
2.1.79;2.2.0-b11-SNAPSHOT;20
2.1.88;2.1.78;20
2.11.0;2.11.0.SP4;20
2.14.3;2.11.2;20
2.2.0;2.2.0-SNAPSHOT;20
2.2.0-b10;2.2.0-b06;20
2.2.0-b27;2.2.0-b21;20
2.2.2.RELEASE;2.2.2.RELEASE;20
2.21.1;2.14;20
2.22;2.14;20
2.32;2.31.2;20
2.3-beta6;1.9.50;20
2.3-rc3;1.9.50;20
2.4.0-b09;1;20
2.4.0-b27;1;20
2.4.2;${version.org.apache.openjpa};20
2.4.8;2.4.8;20
2.5.2;2.5.2;20
2.5.3;2.5.2;20
2.7.0;2.6.0;20
2.8.0.rc2;2.7.0;20
3.0;2.2;20
3.0.3;2.2.1;20
3.1.1;2.2.1;20
3.1.5;3.2-SNAPSHOT;20
3.2.3;2.2.1;20
3.2.3;3.1.0;20
3.2.4.Final;3.2.4.Beta1;20
3.4;3.0;20
3.4.0;3.3.5;20
3.4.3.Final;3.4.2.Final;20
3.9.0;3.9.0;20
4.0;4.0-SNAPSHOT;20
4.0.1.RELEASE;3.0.2.RELEASE;20
4.0.14.Final;4.0.14.Final;20
4.0.3;3.2.1;20
4.0.3.Final;4.0.2.Final;20
4.1.5.RELEASE;4.1.8.BUILD-SNAPSHOT;20
4.1.7.RELEASE;4.2.0.RELEASE;20
4.12-beta-2;4.11;20
4.2.1;4.1.0;20
4.3.2.Final;5.0.3.Final;20
4.9.5.Final;4.9.4.Final;20
5.0.0;4.2.0;20
5.1.0;4.7.2;20
5.1.2.Final;5.0.9.Final;20
5.1.2.Final;5.1.1.Final;20
5.1.4.Final;5.1.3.Final;20
5.5.0.CR1;5.5.0.Alpha1;20
5.5.0.Final;5.5.0.CR1;20
5.5.6.Final;5.5.5.Final;20
7.2.5.Final;8.0.0.Final;20
8.1.0.CR2;1.0.0.Final;20
8.1.11.v20130520;6.1.22;20
9.0.0.Beta2;8.2.6.Final;20
9.2.7.v20150116;8.1.16.v20140903;20
9.3.0.M1;8.1.15.v20140411;20
9.3.0.M1;9.2.4.v20141103;20
0.0.13;0.0.14;19
0.0.20;0.0.21-SNAPSHOT;19
0.0.3.2.7;0.0.3.4-SNAPSHOT;19
0.0.3.3.2.alpha1;0.0.3.3.3.alpha1;19
0.0.3.3.3.alpha1;0.0.3.3.4.alpha2;19
0.0.3.5.5.4;0.0.3.5.5.4-SNAPSHOT;19
0.0.3.5.5.5;0.0.3.5.5.5;19
0.0.3.5.5.5;0.0.3.5.5.5-SNAPSHOT;19
0.0.4;0.0.5-SNAPSHOT;19
0.1.3;0.2.0;19
0.1.53;0.1.53;19
0.2.4;0.2.4;19
0.20.0-rc.1-1;0.20.1;19
0.3.17;0.9.1-SNAPSHOT;19
0.3.3;0.3.0;19
0.39;0.39;19
0.4.1;0.3.3-SNAPSHOT;19
0.4.4;0.4.3-SNAPSHOT;19
0.4-rc3.8;0.4-rc3.9;19
0.4-rc3.8;0.4-rc3.9-SNAPSHOT;19
0.5.1;0.5.1;19
0.6.0;0.5.0;19
0.6.1;0.6.2-SNAPSHOT;19
0.8.857;0.8.0-SNAPSHOT;19
1.0.0.Beta16;1.0.0.Beta16;19
1.0.0.beta3;1.0.0.Beta2.1;19
1.0.0.Beta6.1;1.0.0.Beta6.1;19
1.0.0.CR1;1.0.0-SNAPSHOT;19
1.0.1.Final;1.0.1.CR1;19
1.0.1.RELEASE;1.0.1.RELEASE;19
1.0.13.Final;1.0.12.Final;19
1.0.14.Final;1.0.13.Final;19
1.0.21.Final;1.1.0.Final;19
1.0.26.Final;1.1.4.Final;19
1.0.27.Final;1.2.0.Beta3;19
1.0.30.Final;1.2.0.Final;19
1.0.31.Final;1.3.4.Final;19
1.0.8.Final;1.0.8.Final;19
1.0-beta-1;0.5-rc1;19
1.1;1;19
1.1.0;1.0;19
1.1.0.Alpha5;1.0.7.Final;19
1.1.0.Beta4;1.0.17.Final;19
1.1.3;1.0.1;19
1.1.3.Final;1.1.5.Final;19
1.1.4;1.1.4;19
1.1.4.Final;1.1.4.Final;19
1.1.4.Final;1.2.0.Beta1;19
1.1.5.Final;1.1.5.Final;19
1.1.5.RELEASE;1.1.5.RELEASE;19
1.1.8.Final;1.2.0.Beta4;19
1.1.9.Final;1.2.1.Final;19
1.13.2;1.12.4;19
1.18;1.17;19
1.18;1.17.1;19
1.18.1;1.18;19
1.2.0.Beta1;1.2.0-SNAPSHOT;19
1.2.0.Beta1;1.2.2.Final;19
1.2.0.Beta3;1.2.0.Beta2;19
1.2.0.CR1;1.2.0.Beta3;19
1.2.2.Final;1.2.2.Final;19
1.2.5.Final;1.2.4.Final;19
1.2.6.Final;1.2.5.Final;19
1.3.1.RELEASE;1.3.7.BUILD-SNAPSHOT;19
1.3.3.Final;1.3.3.Final;19
1.3.4.Final;1.4.0.Final;19
1.3.5.Final;1.4.1.Final;19
1.3.5.Final;1.4.1-SNAPSHOT;19
1.4.0;1.0.1;19
1.4.0.Final;1.3.4.Final;19
1.4.4;1.4.5-SNAPSHOT;19
1.4.9.Final;1.4.8.Final;19
1.5.1.RELEASE;1.5.0.RELEASE;19
1.5.2.Final;1.5.1.Final;19
1.5.6;1.5.6;19
1.5.8;1.5.8;19
1.6.0;2.0.0-RC1;19
1.6.1;1.6.0;19
1.6.4;1.6.2;19
2.0.0;2.0.0-SNAPSHOT;19
2.0.0.GA;2.0.0.GA;19
2.0.0-beta1;2.0.0-beta2;19
2.0.0-beta1;2.0.0-SNAPSHOT;19
2.0.0-BETA19;2.0.0-RC0;19
2.0.0-BETA19;2.0.0-RC0-SNAPSHOT;19
2.0.0-RC0;2.0.0;19
2.0.0-RC0;2.0.0-RC1-SNAPSHOT;19
2.0.0-RC0;2.0.0-SNAPSHOT;19
2.0.2;2.0.0-SNAPSHOT;19
2.1.0;3.0.0-SNAPSHOT;19
2.1.1;3.0.0-SNAPSHOT;19
2.1.2;3.0.0-SNAPSHOT;19
2.1.3;2.0.0;19
2.12.0-M3;2.11.7;19
2.19;2.21;19
2.2.0-b27;2.1.88;19
2.2.0-m10;1.2_15-jbossorg-2;19
2.2.6.Final;2.2.5.Final;19
2.2.6.Final;2.2.6.Final;19
2.22.1;2.22;19
2.3.0;2.1.0;19
2.4.1;2.5.0;19
2.5.1;2.4.4;19
2.5.5;2.4.3;19
2.6.8;3.2.3-SNAPSHOT;19
2.6.9;3.2.4-SNAPSHOT;19
2.63.1;2.62;19
2.7.0-rc1;2.4.3;19
2.7.0-rc2;2.4.3;19
2.7.0-rc3;2.4.3;19
2.8.2;2.4.3;19
2.8.4;2.4.3;19
3.0.0-BETA1;2.1.2;19
3.0.0-rc1;1.9.10-SNAPSHOT;19
3.0.24;3.0.20;19
3.0.7;3.0.7-SNAPSHOT;19
3.0.8;3.0.8-SNAPSHOT;19
3.1.1.0;2.1.9.2;19
3.1.1.0;3.0.0.1;19
3.1.3.RELEASE;3.1.2.RELEASE;19
3.1.6;3.1.6;19
3.2.0;3.2.0;19
3.2.0.RELEASE;3.1.3.RELEASE;19
3.2.10.RELEASE;3.2.7.RELEASE;19
3.2.6;3.2.4-SNAPSHOT;19
3.2.7.RELEASE;3.1.2.RELEASE;19
4.0.0.Final;4.0.0.Beta3;19
4.1.0;4.0.1-SNAPSHOT;19
4.11;4.8.2;19
4.3.0.Final;4.2.0.Final;19
4.4.1;4.3.2;19
5.0.1.Final;${version.org.hibernate.commons.annotations};19
8.0.18;8.0.15;19
9.0.5.v20130815;6.1.22;19
9.2.0.v20140526;8.1.14.v20131031;19
9.4.0.M1;9.2.10.v20150310;19
0.0.16;0.0.18;18
0.0.16;0.0.18-SNAPSHOT2;18
0.0.16;0.0.19;18
0.0.16;0.0.19-SNAPSHOT;18
0.0.16;0.0.20;18
0.0.16;0.0.20-SNAPSHOT;18
0.0.20;0.1.0;18
0.1.0;0.1.2-SNAPSHOT;18
0.10.0;2.0.0-SNAPSHOT;18
0.20.0-rc.1-1;0.21.0-SNAPSHOT;18
0.3.17;0.3.16;18
0.3.17;0.3.17;18
0.33.1;0.33;18
0.4-rc3.9;0.4-rc3.11-SNAPSHOT;18
0.5.0;0.4;18
0.5.1-hadoop2;0.5.1;18
0.53;0.54;18
0.53;0.54-SNAPSHOT;18
0.53;0.55-SNAPSHOT;18
0.54;0.55-SNAPSHOT;18
0.54;0.56;18
0.54;0.56-SNAPSHOT;18
0.55;0.55;18
0.55;0.57-SNAPSHOT;18
0.6;0.4;18
0.6.1;0.5.0;18
0.7-1.2.M05;0.7-1.2.M06;18
0.7-1.2.M05;0.7-SNAPSHOT;18
0.9.2-incubating;0.9.3;18
0.9.2-incubating;0.9.3-incubating-SNAPSHOT;18
0.9.2-incubating;0.9.3-rc1;18
0.9.2-incubating;0.9.3-rc2-SNAPSHOT;18
0.98.8-hadoop2;0.98.3-hadoop2;18
1.0;0.134;18
1.0.0.Alpha4.SP5;1.0.0.Alpha4.SP6;18
1.0.0.Beta2.1;1.0.0-SNAPSHOT;18
1.0.0.Final;1.0.1.Final;18
1.0.0-beta.2;1.0.0-beta.3-SSNAPSHOT;18
1.0-rc2;1.0-rc1;18
1.1.0.Alpha1;1.0.0.GA;18
1.1.0-beta.3;1.2.0-SNAPSHOT;18
1.1.4;1.2.0-feature-alarmcallback-history-SNAPSHOT;18
1.1.5;1.2.0-SNAPSHOT;18
1.1.6;1.2.0-or-operator-ui-SNAPSHOT;18
1.1.6;1.2.0-rc.1;18
1.1.6;1.2.0-SNAPSHOT;18
1.1.6;1.2.0-usergroups-SNAPSHOT;18
1.2.1.Final;1.2.1.Final;18
1.2.140;1.2.139;18
1.2.M02;1.2.M02;18
1.3.0.RELEASE;1.1.1.RELEASE;18
1.3.0-beta20;1.3.0-beta20;18
1.3.168;1.2.132;18
1.3.173;1.3.172;18
1.3.2;1.2;18
1.3.3;1.2;18
1.3.3.RELEASE;1.2.2.RELEASE;18
1.4.2;1.4.3;18
1.4.2.RELEASE;1.4.1.RELEASE;18
1.4.3;1.4.4-SNAPSHOT;18
1.5.1-M2;1.5.2-M2;18
1.5.2-M2;1.5.3-M2-SNAPSHOT;18
1.5.3;1.5.2;18
1.6.1;1.5.10;18
1.6.5.RELEASE;1.8.0.M1;18
1.7.12;1.7.11;18
1.7.16;1.6.1;18
1.7.21;${slf4j.version};18
1.8.0.RELEASE;1.8.0.RC1;18
1.8.5;1.8.5;18
1.9.33;1.7.7;18
2.0.0.Final;2.0.0.Beta5;18
2.0.1;1.4.0;18
2.0.3;2.0.1;18
2.0.4;2.1.4-SNAPSHOT;18
2.0.5;2.1.2;18
2.0.9;2.1.5;18
2.0-m12;2.0-m11;18
2.1.0.CR1;2.0.5.Final;18
2.1.20-08;2.2.12-jbossorg-2;18
2.10.0;2.9.0;18
2.12.0-M5;2.10.4;18
2.2.0-m12;1.2_15-jbossorg-2;18
2.2.12;1.9.50;18
2.3.15-gfa;1.9.57;18
2.3.2;2.2.8;18
2.3.23;2.3.23;18
